user_id,item_id,event_time_ms,is_click,long_view,is_like,is_hate,is_follow,tab,is_rand,logging_policy,request_id,category,author_id,upload_time_ms
269,430,1649680291632,1,1,0,0,0,1,0,standard,,tag:20,4647132,1649520000000
269,2964,1649680509925,1,0,0,0,0,1,0,standard,,tag:3,8256773,1649520000000
269,45,1649680596339,1,0,0,0,0,1,0,standard,,tag:39,3284872,1649433600000
269,4524,1649680758876,0,0,0,0,0,1,0,standard,,tag:17,6363974,1649520000000
269,3797,1649682192643,1,1,0,0,0,4,0,standard,,tag:39,6478743,1649520000000
269,2884,1649741108995,1,1,0,0,0,4,0,standard,,tag:39,29466,1649433600000
269,4550,1649742311335,1,0,0,0,0,1,0,standard,,tag:3,2459043,1649606400000
269,2024,1649742901107,0,0,0,0,0,1,0,standard,,tag:9,6674429,1649520000000
269,7369,1649743031463,1,1,0,0,0,1,0,standard,,tag:39,8224078,1649520000000
269,5031,1649743031463,0,0,0,0,0,1,0,standard,,tag:3,6587766,1649520000000
269,4345,1649743217732,1,1,0,0,0,1,0,standard,,tag:6,1162571,1649520000000
269,4391,1649750994511,0,0,0,0,0,1,0,standard,,tag:3,4301347,1649433600000
269,5029,1649751367679,0,0,0,0,0,1,0,standard,,tag:39,3079621,1649606400000
269,1372,1649751550472,0,0,0,0,0,1,0,standard,,tag:6,8429242,1649433600000
269,5563,1649752236753,0,0,0,0,0,1,0,standard,,tag:3,2455923,1649433600000
269,1804,1649758846812,1,1,0,0,0,4,0,standard,,tag:3,6814593,1649433600000
269,4161,1649759021616,1,1,0,0,0,4,0,standard,,tag:20,4647132,1649606400000
269,6439,1649763461614,0,0,0,0,0,0,0,standard,,tag:20,6962092,1649433600000
269,4093,1649763461614,0,0,0,0,0,0,0,standard,,tag:21,5103349,1649520000000
269,6524,1649763623846,1,1,0,0,0,1,0,standard,,tag:12,8082371,1649433600000
269,6497,1649767615870,1,1,0,0,0,1,0,standard,,tag:39,8004185,1649520000000
269,4536,1649767860465,0,0,0,0,0,1,0,standard,,tag:20,1916910,1649520000000
269,5568,1649768685223,1,0,0,0,0,1,0,standard,,tag:12,2232335,1649520000000
269,2695,1649838820288,1,1,0,0,0,4,0,standard,,tag:17,601588,1649433600000
269,3913,1649847209274,1,1,0,0,0,1,0,standard,,tag:6,7727767,1649606400000
269,128,1649851108617,1,1,0,0,0,1,0,standard,,tag:17,5623243,1649520000000
269,1552,1649851719590,0,0,0,0,0,1,0,standard,,UNKNOWN,3680281,1649606400000
269,6090,1649852049899,0,0,0,0,0,1,0,standard,,tag:17,7040741,1649433600000
269,4332,1649852156847,0,0,0,0,0,1,0,standard,,tag:39,7153443,1649520000000
269,2092,1649854425176,0,0,0,0,0,0,0,standard,,tag:3,4783956,1649520000000
269,4496,1649854729338,1,1,0,0,0,1,0,standard,,tag:17,8578039,1649433600000
269,6921,1649855709701,0,0,0,0,0,1,0,standard,,tag:39,2318490,1649520000000
269,5058,1649925068821,0,0,0,0,0,4,0,standard,,tag:6,8371560,1649433600000
269,5630,1649929016788,1,1,0,0,0,1,0,standard,,tag:20,7794865,1649433600000
269,4955,1649932710739,1,1,0,0,0,1,0,standard,,tag:9,3263243,1649433600000
269,5199,1650008192978,0,0,0,0,0,1,0,standard,,tag:3,380202,1649433600000
269,195,1650024368840,1,1,0,0,0,1,0,standard,,tag:20,2191000,1649433600000
269,6636,1650172490032,1,1,0,0,0,1,0,standard,,tag:39,6231539,1649520000000
269,3210,1650200284205,1,1,0,0,0,1,0,standard,,tag:11,6291076,1649606400000
269,6439,1650254053576,1,1,0,0,0,1,0,standard,,tag:20,6962092,1649433600000
269,2795,1650358135269,0,0,0,0,0,1,0,standard,,tag:39,4872662,1649520000000
269,627,1650369655019,1,1,0,0,0,1,0,standard,,tag:39,7583218,1649433600000
269,3596,1650448269336,1,0,0,0,0,4,0,standard,,tag:39,2125478,1649520000000
269,3136,1650448783317,0,0,0,0,0,4,0,standard,,tag:39,3457449,1649520000000
269,6989,1650453826714,0,0,0,0,0,1,0,standard,,tag:9,5230385,1649433600000
312,3970,1649584488857,0,0,0,0,0,0,0,standard,,tag:6,5281979,1649433600000
312,5064,1649584574845,0,0,0,0,0,0,0,standard,,tag:39,8108885,1649520000000
312,3052,1649598991358,0,0,0,0,0,1,0,standard,,tag:12,1972220,1649520000000
312,3052,1649599003646,0,0,0,0,0,0,0,standard,,tag:12,1972220,1649520000000
312,1471,1649599025964,0,0,0,0,0,0,0,standard,,tag:11,8596134,1649433600000
312,2600,1649599045056,0,0,0,0,0,0,0,standard,,tag:12,6914843,1649520000000
312,2679,1649599123641,0,0,0,0,0,0,0,standard,,tag:39,7561570,1649520000000
312,5694,1649599128492,0,0,0,0,0,0,0,standard,,tag:12,295566,1649520000000
312,3965,1649599138879,0,0,0,0,0,0,0,standard,,tag:39,6759811,1649520000000
312,4112,1649599138879,0,0,0,0,0,0,0,standard,,tag:39,12303,1649433600000
312,2889,1649599148848,0,0,0,0,0,0,0,standard,,tag:39,835627,1649520000000
312,2600,1650374767061,1,1,0,0,0,1,0,standard,,tag:12,6914843,1649520000000
326,3389,1649512541098,1,1,0,0,0,1,0,standard,,tag:1,8059579,1649433600000
326,1723,1649512643179,1,1,0,0,0,1,0,standard,,tag:11,2112016,1649433600000
326,2435,1649512675737,1,1,0,0,0,1,0,standard,,tag:12,686949,1649433600000
326,5117,1649674385230,1,1,0,0,0,1,0,standard,,tag:39,6601248,1649520000000
326,5549,1649674601159,0,0,0,0,0,1,0,standard,,tag:39,8020828,1649520000000
326,38,1649674927474,0,0,0,0,0,1,0,standard,,tag:12,2436,1649520000000
326,7310,1649675111527,1,0,0,0,0,1,0,standard,,tag:39,7313479,1649520000000
326,2002,1649675360376,1,1,0,0,0,1,0,standard,,tag:11,7046051,1649606400000
326,5460,1649675360376,0,0,0,0,0,1,0,standard,,tag:39,1269195,1649520000000
326,4636,1649675407228,1,0,0,0,0,1,0,standard,,tag:9,8346076,1649520000000
326,4506,1649675852395,1,0,0,0,0,1,0,standard,,tag:25,6723181,1649520000000
326,520,1649675874394,1,1,0,0,0,1,0,standard,,tag:12,1042254,1649520000000
326,711,1649676253746,1,1,0,0,0,1,0,standard,,tag:12,1127691,1649520000000
326,5751,1649676253746,0,0,0,0,0,1,0,standard,,tag:6,5841277,1649520000000
326,2383,1649759463025,1,0,0,0,0,1,0,standard,,tag:39,1306,1649606400000
326,1725,1649759891370,1,1,0,0,0,1,0,standard,,tag:12,7515823,1649520000000
326,256,1649760066468,1,0,0,0,0,1,0,standard,,tag:12,88171,1649606400000
326,2072,1649762236003,1,0,0,0,0,1,0,standard,,tag:1,4124913,1649606400000
326,6211,1649764986495,0,0,0,0,0,1,0,standard,,tag:12,3945312,1649606400000
326,3202,1649765201037,0,0,0,0,0,6,0,standard,,tag:6,8705388,1649433600000
326,3202,1649765201037,0,0,0,0,0,6,0,standard,,tag:6,8705388,1649433600000
326,5169,1649765260318,1,1,0,0,0,1,0,standard,,tag:12,7515823,1649606400000
326,125,1649768235076,0,0,0,0,0,1,0,standard,,tag:39,5912533,1649606400000
326,221,1649768872017,1,1,0,0,0,1,0,standard,,tag:28,3872015,1649520000000
326,6613,1649769335842,0,0,0,0,0,1,0,standard,,tag:6,7516025,1649520000000
326,6205,1649769718321,1,1,0,0,0,1,0,standard,,tag:25,7247217,1649520000000
326,2924,1649850653295,1,1,0,0,0,1,0,standard,,tag:39,7706744,1649433600000
326,1457,1649854031835,0,0,0,0,0,1,0,standard,,tag:39,8075929,1649520000000
326,5895,1649854084288,0,0,0,0,0,1,0,standard,,tag:6,6853179,1649606400000
326,1900,1649855274950,0,0,0,0,0,1,0,standard,,tag:12,6465173,1649433600000
326,2287,1650282345266,0,0,0,0,0,1,0,standard,,tag:6,6750356,1649520000000
326,7235,1650282625548,0,0,0,0,0,1,0,standard,,tag:26,8682857,1649433600000
326,5239,1650367344283,1,0,0,0,0,1,0,standard,,tag:39,8079479,1649606400000
403,504,1649507166539,1,1,0,0,0,0,0,standard,,tag:39,6703384,1649433600000
403,4346,1649513266948,1,1,0,0,0,1,0,standard,,tag:39,7709306,1649433600000
403,1595,1649514937715,1,1,0,0,0,1,0,standard,,tag:68,6845968,1649433600000
403,7468,1649518944067,0,0,0,0,0,0,0,standard,,tag:39,8161022,1649433600000
403,2033,1649763368324,0,0,0,0,0,0,0,standard,,tag:39,5083427,1649433600000
403,4112,1649769247834,0,0,0,0,0,0,0,standard,,tag:39,12303,1649433600000
403,2273,1649770197814,1,1,0,0,0,1,0,standard,,tag:9,8084816,1649606400000
403,6921,1649770372450,1,1,0,0,0,1,0,standard,,tag:39,2318490,1649520000000
403,21,1649770764241,1,0,0,0,0,1,0,standard,,tag:42,8187841,1649606400000
403,4121,1649773183361,1,1,0,0,0,1,0,standard,,tag:39,0,1649606400000
403,1323,1649773183361,1,1,0,0,0,1,0,standard,,tag:39,3111394,1649606400000
403,221,1649774072190,1,1,0,0,0,1,0,standard,,tag:28,3872015,1649520000000
403,6846,1649861451656,0,0,0,0,0,1,0,standard,,tag:9,6443448,1649433600000
403,7412,1649885185723,1,0,0,0,0,0,0,standard,,tag:67,4777377,1649606400000
403,6009,1649942571237,0,0,0,0,0,1,0,standard,,tag:18,2614153,1649520000000
403,4644,1650090004074,1,1,0,0,0,1,0,standard,,tag:15,8519372,1649433600000
403,3508,1650109086753,0,0,0,0,0,1,0,standard,,tag:39,1985589,1649433600000
403,5846,1650206924688,0,0,0,0,0,1,0,standard,,tag:62,748897,1649606400000
403,5831,1650210014755,0,0,0,0,0,1,0,standard,,tag:28,6576986,1649520000000
423,3483,1649516209988,0,0,0,0,0,1,0,standard,,tag:1,3344895,1649433600000
423,1438,1649657296191,0,0,0,0,0,0,0,standard,,tag:36,5900982,1649520000000
423,4762,1649658229417,0,0,0,0,0,1,0,standard,,tag:39,7342003,1649520000000
423,7438,1649659030407,1,1,0,0,0,1,0,standard,,tag:39,487371,1649433600000
423,1868,1649659241530,0,0,0,0,0,1,0,standard,,tag:15,6598904,1649520000000
423,7150,1649659554622,1,1,0,0,0,1,0,standard,,tag:39,7477527,1649433600000
423,4646,1649680119309,0,0,0,0,0,0,0,standard,,tag:12,8239142,1649520000000
423,4433,1649680770704,1,0,0,0,0,1,0,standard,,tag:6,7994058,1649606400000
423,6678,1649684990722,0,0,0,0,0,1,0,standard,,tag:11,113729,1649433600000
423,3720,1649685075087,0,0,0,0,0,6,0,standard,,tag:6,1226,1649433600000
423,3720,1649685075087,0,0,0,0,0,6,0,standard,,tag:6,1226,1649433600000
423,1527,1649843350152,0,0,0,0,0,1,0,standard,,tag:39,8453239,1649520000000
423,4955,1650017530616,1,1,0,0,0,1,0,standard,,tag:9,3263243,1649433600000
423,3128,1650075473531,0,0,0,0,0,1,0,standard,,tag:17,7933764,1649520000000
423,2004,1650440966637,0,0,0,0,0,1,0,standard,,tag:9,1035974,1649606400000
501,3310,1649496069525,0,0,0,0,0,4,0,standard,,tag:17,28048,1649433600000
501,4955,1649569990604,1,1,0,0,0,1,0,standard,,tag:9,3263243,1649433600000
501,179,1649571786337,0,0,0,0,0,0,0,standard,,tag:9,1842475,1649433600000
501,6601,1649571805704,0,0,0,0,0,0,0,standard,,tag:39,725300,1649433600000
501,3891,1649605248824,1,1,0,0,0,1,0,standard,,tag:2,6182848,1649433600000
501,7530,1649605718862,0,0,0,0,0,1,0,standard,,tag:39,4391971,1649520000000
501,6154,1649669467145,1,1,0,0,0,1,0,standard,,tag:9,7895942,1649520000000
501,7390,1649669589037,0,0,0,0,0,1,0,standard,,tag:39,6598064,1649520000000
501,4121,1649677324853,1,1,0,0,0,1,0,standard,,tag:39,0,1649606400000
501,1323,1649766683284,1,1,0,0,0,1,0,standard,,tag:39,3111394,1649606400000
501,299,1649767780771,0,0,0,0,0,1,0,standard,,tag:39,7284710,1649520000000
501,3159,1649841620534,1,1,0,0,0,1,0,standard,,tag:12,691461,1649606400000
501,536,1649843414843,0,0,0,0,0,1,0,standard,,tag:1,2434158,1649433600000
501,5498,1649843988688,0,0,0,0,0,0,0,standard,,tag:30,7222717,1649433600000
501,3689,1649844018692,0,0,0,0,0,0,0,standard,,tag:39,268319,1649606400000
501,7107,1649845034973,0,0,0,0,0,4,0,standard,,tag:3,6336503,1649433600000
501,1725,1649845413228,0,0,0,0,0,4,0,standard,,tag:12,7515823,1649520000000
501,1953,1649855617978,1,1,0,0,0,1,0,standard,,tag:39,576486,1649606400000
501,6535,1649855837376,1,1,0,0,0,1,0,standard,,tag:39,186211,1649520000000
501,3892,1649855853280,1,0,0,0,0,1,0,standard,,tag:39,5535562,1649433600000
501,4496,1649855990232,0,0,0,0,0,1,0,standard,,tag:17,8578039,1649433600000
501,6346,1649859640056,1,1,0,0,0,1,0,standard,,tag:17,7283524,1649520000000
501,4231,1649860234939,1,1,0,0,0,1,0,standard,,tag:2,6051593,1649520000000
501,7253,1649861629560,0,0,0,0,0,1,0,standard,,tag:2,961341,1649433600000
501,3122,1649929365835,0,0,0,0,0,0,0,standard,,tag:2,3798943,1649606400000
501,6769,1649929559905,0,0,0,0,0,0,0,standard,,tag:6,7633675,1649520000000
501,2535,1649936979437,1,0,0,0,0,2,0,standard,,tag:9,449086,1649606400000
501,1268,1649937838476,0,0,0,0,0,1,0,standard,,tag:3,5281141,1649520000000
501,1068,1650541493196,1,1,0,0,0,2,0,standard,,tag:9,6879327,1649520000000
501,2399,1650543181016,1,1,0,0,0,2,0,standard,,tag:39,7997883,1649433600000
501,3318,1650543431554,1,1,0,0,0,2,0,standard,,tag:12,230613,1649520000000
554,2416,1649560779371,0,0,0,0,0,1,0,standard,,tag:39,5642632,1649433600000
554,1337,1649572292172,0,0,0,0,0,1,0,standard,,tag:6,6750356,1649433600000
554,598,1649593265028,0,0,0,0,0,0,0,standard,,tag:39,7728521,1649520000000
554,2924,1649598648003,1,0,0,0,0,1,0,standard,,tag:39,7706744,1649433600000
554,1326,1649599327872,0,0,0,0,0,1,0,standard,,tag:6,5313900,1649433600000
554,4270,1649599960573,0,0,0,0,0,1,0,standard,,tag:37,5236343,1649433600000
554,7341,1649600016197,1,1,0,0,0,1,0,standard,,tag:39,7679641,1649433600000
554,5494,1649664610946,0,0,0,0,0,1,0,standard,,tag:67,3608965,1649433600000
554,1059,1649664839841,0,0,0,0,0,1,0,standard,,tag:2,8481052,1649433600000
554,3897,1649665141744,0,0,0,0,0,1,0,standard,,tag:11,7140702,1649520000000
554,4768,1649747775764,0,0,0,0,0,1,0,standard,,tag:2,1697155,1649433600000
554,4522,1649747824071,0,0,0,0,0,1,0,standard,,tag:39,5435124,1649606400000
554,2054,1649748128191,0,0,0,0,0,1,0,standard,,tag:6,5661327,1649520000000
554,863,1649768018001,0,0,0,0,0,4,0,standard,,tag:5,4962903,1649520000000
554,1375,1649768395113,1,1,0,0,0,1,0,standard,,tag:25,1550339,1649520000000
554,1700,1649911672085,0,0,0,0,0,1,0,standard,,tag:1,1971877,1649606400000
554,7105,1650092434819,1,1,0,0,0,1,0,standard,,tag:12,6149306,1649520000000
556,5792,1649576807211,1,0,0,0,0,1,0,standard,,tag:2,3969805,1649433600000
556,6769,1649576887099,0,0,0,0,0,0,0,standard,,tag:6,7633675,1649520000000
556,3268,1649576887099,0,0,0,0,0,0,0,standard,,tag:11,42112,1649433600000
556,5792,1649577056508,1,1,0,0,0,4,0,standard,,tag:2,3969805,1649433600000
556,3268,1649595403153,0,0,0,0,0,1,0,standard,,tag:11,42112,1649433600000
556,7218,1649613215699,0,0,0,0,0,0,0,standard,,UNKNOWN,2575077,1649433600000
556,6166,1649613841703,0,0,0,0,0,4,0,standard,,tag:4,133572,1649520000000
556,3310,1649656963342,1,1,0,0,0,1,0,standard,,tag:17,28048,1649433600000
556,2386,1649761130828,1,1,0,0,0,0,0,standard,,tag:6,3223670,1649606400000
638,4578,1649595105916,0,0,0,0,0,0,0,standard,,tag:11,631671,1649520000000
638,978,1649771596603,1,1,0,0,0,4,0,standard,,tag:17,2231175,1649606400000
638,2499,1649849104835,1,1,0,0,0,4,0,standard,,tag:10,3457526,1649520000000
638,1128,1649864810036,1,1,0,0,0,1,0,standard,,tag:39,7063884,1649433600000
638,5954,1650111146574,1,1,0,0,0,1,0,standard,,tag:39,7807018,1649433600000
658,5513,1649506615280,0,0,0,0,0,2,0,standard,,tag:39,795839,1649433600000
658,1636,1649507100018,1,1,0,0,0,2,0,standard,,tag:39,6532111,1649433600000
658,627,1649549371116,1,1,0,0,0,1,0,standard,,tag:39,7583218,1649433600000
658,1164,1649549371116,1,1,0,0,0,1,0,standard,,tag:25,5468688,1649433600000
658,6651,1649564078442,1,1,0,0,0,1,0,standard,,tag:39,7562675,1649433600000
658,4625,1649591980113,1,1,0,0,0,1,0,standard,,tag:20,5077040,1649520000000
658,7144,1649592266489,1,1,0,0,0,1,0,standard,,tag:3,4675465,1649520000000
658,1667,1649592266489,0,0,0,0,0,1,0,standard,,tag:6,6367480,1649433600000
658,2095,1649595633022,0,0,0,0,0,2,0,standard,,tag:12,7506687,1649520000000
658,7085,1649597170852,1,0,0,0,0,2,0,standard,,tag:9,6318458,1649520000000
658,432,1649598218901,1,1,0,0,0,2,0,standard,,tag:9,6967962,1649520000000
658,6035,1649598668065,0,0,0,0,0,2,0,standard,,tag:25,6581255,1649520000000
658,3043,1649599166661,1,1,0,0,0,2,0,standard,,tag:9,6062434,1649520000000
658,5635,1649599166661,1,1,0,0,0,2,0,standard,,tag:39,880871,1649433600000
658,2769,1649600150249,1,1,0,0,0,2,0,standard,,tag:39,55053,1649520000000
658,4332,1649663969102,1,1,0,0,0,1,0,standard,,tag:39,7153443,1649520000000
658,6390,1649663969102,1,1,0,0,0,1,0,standard,,tag:20,6676960,1649433600000
658,6921,1649677806771,1,1,0,0,0,1,0,standard,,tag:39,2318490,1649520000000
658,4417,1649683000179,1,0,0,0,0,2,0,standard,,tag:39,4571244,1649520000000
658,1868,1649683709872,0,0,0,0,0,2,0,standard,,tag:15,6598904,1649520000000
658,368,1649683731749,0,0,0,0,0,2,0,standard,,tag:9,7659904,1649520000000
658,3394,1649683731749,0,0,0,0,0,2,0,standard,,tag:39,6748080,1649520000000
658,988,1649684635225,0,0,0,0,0,2,0,standard,,tag:12,5603612,1649520000000
658,2434,1649685046367,1,1,0,0,0,2,0,standard,,tag:39,7851945,1649433600000
658,527,1649688741255,0,0,0,0,0,5,0,standard,,tag:2,6109628,1649606400000
658,527,1649688741255,0,0,0,0,0,5,0,standard,,tag:2,6109628,1649606400000
658,2896,1649689288997,1,1,0,0,0,2,0,standard,,tag:39,7167387,1649520000000
658,2329,1649860272213,0,0,0,0,0,5,0,standard,,tag:6,4128297,1649606400000
