user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
79,full_active,0,-124,1,65,"(50,100]",47,"[10,100)",36,"[30,60)",1931,730+,0,2,2,1171,5.0,0,1,44,46,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
87,high_active,0,-124,0,9,"(0,10]",0,0,0,0,105,91-180,1,1,19,601,1.0,0,1,5,31,6,0,0,0.0,1.0,0.0,0.0,0.0,0.0
89,high_active,0,-124,1,53,"(50,100]",32,"[10,100)",14,"[5,30)",845,730+,1,5,29,1348,0.0,0,1,44,289,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
91,full_active,0,-124,1,1454,500+,89,"[10,100)",62,"[60,120)",917,730+,0,5,10,1009,3.0,0,0,22,186,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
93,middle_active,0,-124,0,3,"(0,10]",0,0,0,0,73,61-90,1,4,19,628,1.0,0,1,43,20,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
96,high_active,0,-124,1,125,"(100,150]",43,"[10,100)",38,"[30,60)",2611,730+,1,3,19,599,2.0,0,1,20,85,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
100,full_active,0,-124,1,259,"(250,500]",277,"[100,1k)",237,"[120,250)",944,730+,0,1,29,897,2.0,0,0,31,275,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
101,full_active,0,1,1,184,"(150,250]",361,"[100,1k)",112,"[60,120)",1676,730+,0,4,19,617,3.0,0,0,7,176,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
105,full_active,0,-124,1,126,"(100,150]",2,"[1,10)",1,"[1,5)",542,366-730,0,2,2,1160,4.0,0,1,20,218,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
114,full_active,0,-124,1,1220,500+,76,"[10,100)",64,"[60,120)",609,366-730,1,4,2,1153,4.0,0,0,13,333,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0
116,full_active,0,1,1,281,"(250,500]",14964,"[1w,10w)",86,"[60,120)",2553,730+,0,4,33,1416,2.0,0,0,24,403,1,4,0,1.0,0.0,1.0,0.0,0.0,0.0
125,full_active,0,-124,1,105,"(100,150]",41,"[10,100)",17,"[5,30)",1470,730+,0,1,2,1152,3.0,0,1,21,91,5,4,0,1.0,0.0,0.0,0.0,0.0,0.0
149,full_active,0,-124,1,163,"(150,250]",26,"[10,100)",16,"[5,30)",2198,730+,1,2,10,129,2.0,0,1,8,294,6,3,0,1.0,0.0,0.0,0.0,1.0,0.0
163,full_active,0,1,1,120,"(100,150]",89,"[10,100)",57,"[30,60)",2394,730+,1,2,10,118,3.0,0,1,43,221,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
187,full_active,0,1,1,771,500+,497,"[100,1k)",417,250+,916,730+,1,3,2,1159,3.0,0,0,7,323,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0
190,high_active,0,-124,0,220,"(150,250]",55,"[10,100)",46,"[30,60)",1669,730+,1,5,29,949,1.0,0,0,24,380,1,2,0,1.0,1.0,1.0,0.0,0.0,0.0
193,full_active,0,1,1,158,"(150,250]",97,"[10,100)",9,"[5,30)",2425,730+,0,2,20,455,3.0,0,0,22,186,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
210,full_active,0,-124,1,569,500+,560,"[100,1k)",560,250+,261,181-365,1,1,29,892,0.0,0,1,34,80,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
218,full_active,0,1,1,75,"(50,100]",84,"[10,100)",52,"[30,60)",1190,730+,1,2,29,1321,1.0,0,0,1,82,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
224,low_active,0,-124,1,31,"(10,50]",19,"[10,100)",8,"[5,30)",148,91-180,1,0,19,525,0.0,0,0,42,50,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
226,full_active,0,1,1,79,"(50,100]",120,"[100,1k)",75,"[60,120)",507,366-730,1,2,19,642,1.0,0,1,34,328,3,3,0,1.0,0.0,0.0,0.0,1.0,0.0
233,full_active,0,-124,1,958,500+,163,"[100,1k)",106,"[60,120)",1132,730+,1,4,10,322,5.0,0,0,26,108,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
239,high_active,0,-124,0,3,"(0,10]",0,0,0,0,994,730+,0,1,19,600,2.0,0,1,44,289,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0
241,full_active,0,-124,1,171,"(150,250]",8,"[1,10)",5,"[5,30)",1510,730+,1,3,10,867,0.0,0,0,31,299,6,2,0,0.0,0.0,1.0,0.0,0.0,0.0
244,full_active,0,-124,1,477,"(250,500]",1278,"[1k,5k)",166,"[120,250)",1816,730+,1,4,19,569,1.0,0,0,7,40,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
254,high_active,0,-124,1,14,"(10,50]",5,"[1,10)",0,0,1702,730+,1,1,19,625,2.0,0,0,15,214,6,0,0,1.0,1.0,0.0,0.0,0.0,0.0
255,high_active,0,-124,1,30,"(10,50]",3,"[1,10)",0,0,68,61-90,1,4,19,620,1.0,0,0,42,63,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
266,full_active,0,1,1,396,"(250,500]",169,"[100,1k)",59,"[30,60)",1864,730+,0,4,10,287,1.0,0,0,24,357,3,3,0,,,,,,
269,full_active,0,-124,0,37,"(10,50]",0,0,0,0,307,181-365,1,1,19,595,1.0,0,0,13,392,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
272,full_active,0,1,1,681,500+,163,"[100,1k)",0,0,2155,730+,0,3,10,261,6.0,0,0,15,394,4,2,0,1.0,0.0,0.0,0.0,1.0,0.0
275,full_active,0,-124,1,63,"(50,100]",49,"[10,100)",29,"[5,30)",2065,730+,1,4,29,886,1.0,0,0,22,412,5,4,0,0.0,1.0,0.0,0.0,0.0,0.0
284,middle_active,0,-124,1,143,"(100,150]",38,"[10,100)",20,"[5,30)",1034,730+,0,1,29,950,1.0,0,0,15,438,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
285,full_active,0,-124,1,767,500+,35,"[10,100)",21,"[5,30)",1856,730+,1,1,10,240,0.0,0,0,13,117,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
290,high_active,0,-124,0,61,"(50,100]",4,"[1,10)",2,"[1,5)",1132,730+,0,5,19,583,1.0,0,0,13,67,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
312,full_active,0,-124,0,180,"(150,250]",16,"[10,100)",3,"[1,5)",2021,730+,0,4,19,646,2.0,0,1,0,417,6,3,0,0.0,0.0,1.0,0.0,0.0,0.0
326,high_active,0,-124,0,11,"(10,50]",3,"[1,10)",0,0,1094,730+,0,3,10,852,4.0,0,0,15,394,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0
328,high_active,0,-124,1,1249,500+,104,"[100,1k)",96,"[60,120)",1534,730+,1,1,19,514,0.0,0,1,5,89,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
329,low_active,0,-124,1,861,500+,307,"[100,1k)",207,"[120,250)",602,366-730,1,1,10,277,1.0,0,1,44,121,5,4,0,1.0,0.0,1.0,0.0,0.0,0.0
351,full_active,0,-124,1,663,500+,55,"[10,100)",50,"[30,60)",814,730+,0,5,10,172,1.0,0,1,8,344,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
356,full_active,0,1,1,729,500+,341,"[100,1k)",30,"[30,60)",1706,730+,0,4,2,1152,3.0,0,0,13,330,5,3,2,1.0,0.0,0.0,0.0,0.0,0.0
361,high_active,0,-124,1,195,"(150,250]",82,"[10,100)",54,"[30,60)",2091,730+,0,1,2,1153,4.0,0,0,1,82,2,3,2,1.0,0.0,0.0,0.0,0.0,0.0
362,full_active,0,-124,1,40,"(10,50]",22,"[10,100)",9,"[5,30)",2491,730+,0,2,10,111,,0,1,8,314,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
377,full_active,0,-124,1,279,"(250,500]",270,"[100,1k)",127,"[120,250)",1330,730+,1,5,29,920,1.0,0,0,28,278,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
383,full_active,0,1,1,232,"(150,250]",172,"[100,1k)",36,"[30,60)",1828,730+,1,5,29,1296,1.0,0,0,24,433,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
396,high_active,0,-124,1,362,"(250,500]",500,"[100,1k)",329,250+,903,730+,0,1,29,917,0.0,0,0,31,42,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
400,full_active,0,1,1,8,"(0,10]",3671,"[1k,5k)",1,"[1,5)",2731,730+,0,2,2,1168,7.0,0,1,44,147,4,2,2,1.0,0.0,0.0,1.0,1.0,0.0
403,full_active,0,-124,1,742,500+,33,"[10,100)",27,"[5,30)",1811,730+,1,4,2,1171,5.0,0,0,22,239,1,4,2,1.0,0.0,0.0,0.0,0.0,0.0
414,high_active,0,1,1,51,"(50,100]",811,"[100,1k)",31,"[30,60)",1237,730+,1,2,2,1153,4.0,0,1,8,314,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
417,full_active,0,1,1,163,"(150,250]",197,"[100,1k)",143,"[120,250)",1450,730+,1,2,2,1171,5.0,0,1,32,33,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0
420,full_active,0,-124,1,7,"(0,10]",118,"[100,1k)",7,"[5,30)",353,181-365,1,1,2,1160,4.0,0,0,24,357,3,2,2,1.0,0.0,0.0,0.0,0.0,0.0
423,full_active,0,1,1,970,500+,88,"[10,100)",45,"[30,60)",1435,730+,0,4,2,1171,5.0,0,0,33,234,1,2,2,1.0,1.0,1.0,0.0,0.0,0.0
425,2_14_day_new,0,-124,1,24,"(10,50]",9,"[1,10)",1,"[1,5)",53,31-60,1,1,19,632,0.0,0,0,31,343,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
431,full_active,0,-124,1,87,"(50,100]",9,"[1,10)",4,"[1,5)",1901,730+,0,4,2,1152,3.0,0,1,20,286,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
434,full_active,0,-124,1,51,"(50,100]",52,"[10,100)",50,"[30,60)",1582,730+,1,2,34,960,1.0,0,1,8,36,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
439,high_active,0,-124,1,239,"(150,250]",6,"[1,10)",2,"[1,5)",1175,730+,0,1,2,1160,4.0,0,1,21,157,3,2,2,1.0,0.0,0.0,0.0,0.0,0.0
443,middle_active,0,-124,1,34,"(10,50]",4,"[1,10)",4,"[1,5)",73,61-90,0,2,29,929,2.0,0,0,26,108,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
444,middle_active,0,-124,1,13,"(10,50]",10,"[10,100)",1,"[1,5)",2446,730+,1,3,2,1180,2.0,0,1,18,393,3,0,2,1.0,0.0,0.0,0.0,0.0,0.0
448,full_active,0,1,1,833,500+,290,"[100,1k)",271,250+,2200,730+,1,6,29,890,0.0,0,0,13,333,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0
459,full_active,0,-124,1,45,"(10,50]",230,"[100,1k)",22,"[5,30)",1840,730+,1,6,29,1316,1.0,0,0,13,333,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
481,full_active,0,-124,1,272,"(250,500]",19,"[10,100)",14,"[5,30)",642,366-730,0,2,2,1159,3.0,0,1,18,395,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
488,middle_active,0,-124,0,608,500+,2,"[1,10)",0,0,856,730+,0,4,31,385,2.0,0,0,15,304,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
493,full_active,0,-124,1,259,"(250,500]",66,"[10,100)",15,"[5,30)",2772,730+,1,2,33,956,2.0,0,1,10,389,6,2,0,1.0,0.0,1.0,0.0,1.0,0.0
501,high_active,0,-124,1,718,500+,47,"[10,100)",6,"[5,30)",2256,730+,1,4,28,340,,0,0,24,264,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
510,full_active,0,-124,1,68,"(50,100]",160,"[100,1k)",65,"[60,120)",1458,730+,0,1,29,929,2.0,0,1,8,269,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
513,full_active,0,-124,1,29,"(10,50]",9,"[1,10)",6,"[5,30)",68,61-90,0,2,2,1151,3.0,0,1,21,91,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
523,full_active,0,-124,1,208,"(150,250]",381,"[100,1k)",144,"[120,250)",1867,730+,1,2,10,320,6.0,0,0,24,264,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
543,full_active,0,-124,1,68,"(50,100]",131,"[100,1k)",62,"[60,120)",1443,730+,0,2,2,1160,4.0,0,0,31,275,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
546,high_active,0,-124,0,675,500+,5,"[1,10)",4,"[1,5)",1862,730+,1,4,31,377,1.0,0,0,38,139,4,2,0,1.0,0.0,0.0,1.0,1.0,0.0
554,full_active,0,-124,1,481,"(250,500]",286,"[100,1k)",204,"[120,250)",1562,730+,0,4,29,947,1.0,0,0,19,387,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0
556,full_active,0,-124,1,0,0,4,"[1,10)",0,0,187,181-365,0,3,2,1159,3.0,0,0,1,82,2,3,2,1.0,0.0,0.0,0.0,0.0,0.0
558,full_active,0,1,1,90,"(50,100]",172,"[100,1k)",86,"[60,120)",1235,730+,1,2,2,1160,4.0,0,1,8,36,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
561,full_active,0,-124,1,19,"(10,50]",229,"[100,1k)",19,"[5,30)",1267,730+,1,1,2,1180,2.0,0,1,12,44,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0
564,high_active,0,-124,1,14,"(10,50]",7,"[1,10)",2,"[1,5)",1806,730+,1,4,19,560,0.0,0,1,5,298,6,4,0,1.0,0.0,1.0,0.0,0.0,0.0
579,full_active,0,1,1,390,"(250,500]",4446,"[1k,5k)",344,250+,2123,730+,1,3,28,210,,0,0,26,124,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
580,single_low_active,0,-124,1,456,"(250,500]",292,"[100,1k)",257,250+,492,366-730,1,1,29,1360,1.0,0,0,42,120,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
594,full_active,0,1,1,203,"(150,250]",56073,"[1w,10w)",130,"[120,250)",1572,730+,0,4,29,897,2.0,0,0,31,271,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
602,full_active,0,-124,1,307,"(250,500]",9,"[1,10)",4,"[1,5)",1447,730+,1,4,19,656,2.0,0,1,44,238,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
616,full_active,0,1,1,145,"(100,150]",261,"[100,1k)",137,"[120,250)",1604,730+,1,2,2,1162,7.0,0,1,10,449,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0
617,full_active,0,1,1,7,"(0,10]",176,"[100,1k)",5,"[5,30)",1861,730+,1,6,2,1160,4.0,0,1,21,103,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
618,full_active,0,1,1,796,500+,864,"[100,1k)",87,"[60,120)",2189,730+,1,3,2,1170,5.0,0,0,30,251,3,4,2,1.0,0.0,0.0,0.0,0.0,0.0
637,full_active,0,-124,0,106,"(100,150]",157,"[100,1k)",4,"[1,5)",826,730+,1,4,2,1159,3.0,0,0,38,139,4,0,2,1.0,0.0,0.0,0.0,0.0,0.0
638,full_active,0,-124,1,175,"(150,250]",135,"[100,1k)",24,"[5,30)",1068,730+,1,6,19,570,0.0,0,1,34,388,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
640,low_active,0,-124,1,437,"(250,500]",9,"[1,10)",4,"[1,5)",524,366-730,1,6,29,972,1.0,0,0,15,214,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
649,high_active,0,-124,1,92,"(50,100]",7,"[1,10)",6,"[5,30)",1493,730+,1,3,10,178,3.0,0,0,1,82,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0
655,middle_active,0,-124,1,2030,500+,154,"[100,1k)",148,"[120,250)",1604,730+,1,2,10,287,1.0,0,0,15,151,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
658,high_active,0,-124,1,958,500+,94,"[10,100)",92,"[60,120)",812,730+,1,6,29,918,1.0,0,0,31,354,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
660,high_active,0,1,1,133,"(100,150]",111,"[100,1k)",65,"[60,120)",2725,730+,1,2,2,1165,6.0,0,0,24,264,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
662,full_active,0,1,1,2161,500+,667,"[100,1k)",640,250+,1558,730+,0,5,19,641,1.0,0,0,30,251,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
669,full_active,0,-124,1,599,500+,250,"[100,1k)",146,"[120,250)",1568,730+,0,3,29,904,2.0,0,0,26,124,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
673,full_active,0,-124,1,229,"(150,250]",418,"[100,1k)",146,"[120,250)",1149,730+,1,1,2,1153,4.0,0,0,7,176,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
674,full_active,0,1,1,183,"(150,250]",26,"[10,100)",4,"[1,5)",1637,730+,0,4,2,1159,3.0,0,0,13,361,1,0,2,,,,,,
675,full_active,0,1,1,143,"(100,150]",80,"[10,100)",29,"[5,30)",2345,730+,1,2,33,956,2.0,0,1,8,36,4,4,0,1.0,0.0,1.0,0.0,0.0,0.0
678,full_active,0,-124,1,74,"(50,100]",10,"[10,100)",9,"[5,30)",1552,730+,1,4,10,183,2.0,0,0,42,131,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
681,full_active,0,-124,1,0,0,1,"[1,10)",0,0,1981,730+,1,2,2,1160,4.0,0,1,20,411,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0
684,high_active,0,-124,0,403,"(250,500]",5,"[1,10)",0,0,542,366-730,0,5,10,215,1.0,0,0,30,290,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
685,full_active,0,-124,0,91,"(50,100]",1,"[1,10)",1,"[1,5)",329,181-365,1,4,29,1449,1.0,0,0,24,433,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
691,high_active,0,-124,1,1715,500+,6,"[1,10)",0,0,762,730+,1,4,19,573,1.0,0,1,44,121,5,3,0,1.0,0.0,0.0,0.0,0.0,0.0
693,full_active,0,-124,0,38,"(10,50]",1,"[1,10)",1,"[1,5)",847,730+,1,4,31,1460,1.0,0,0,15,178,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
697,high_active,0,1,1,237,"(150,250]",90,"[10,100)",63,"[60,120)",1923,730+,1,4,10,282,2.0,0,0,28,311,1,3,0,,,,,,
699,full_active,0,1,1,88,"(50,100]",752,"[100,1k)",85,"[60,120)",362,181-365,0,6,2,1152,3.0,0,0,13,117,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
700,high_active,0,-124,1,1386,500+,13,"[10,100)",7,"[5,30)",1898,730+,1,4,2,1177,2.0,0,1,8,287,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0
708,middle_active,0,-124,0,16,"(10,50]",0,0,0,0,303,181-365,1,1,31,377,2.0,0,1,34,273,3,0,0,1.0,0.0,0.0,1.0,1.0,0.0
712,full_active,0,-124,1,158,"(150,250]",27,"[10,100)",4,"[1,5)",711,366-730,0,3,9,478,2.0,0,0,15,304,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
722,high_active,0,-124,1,1072,500+,122,"[100,1k)",110,"[60,120)",902,730+,1,4,2,1180,2.0,0,0,15,394,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0
737,full_active,0,1,1,1121,500+,1368,"[1k,5k)",1091,250+,514,366-730,1,2,9,296,0.0,0,1,2,399,4,3,0,1.0,0.0,0.0,0.0,0.0,0.0
740,full_active,0,-124,1,704,500+,347,"[100,1k)",253,250+,1152,730+,0,1,10,396,1.0,0,0,33,141,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0
744,full_active,0,-124,1,1547,500+,2148,"[1k,5k)",1543,250+,1390,730+,0,6,28,333,,0,0,31,193,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
754,full_active,0,-124,1,45,"(10,50]",125,"[100,1k)",42,"[30,60)",51,31-60,1,6,10,443,0.0,0,0,31,296,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
758,high_active,0,-124,1,136,"(100,150]",6,"[1,10)",3,"[1,5)",2017,730+,0,3,19,641,1.0,0,1,21,157,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0
760,full_active,0,-124,1,17,"(10,50]",8,"[1,10)",0,0,660,366-730,0,2,2,1160,4.0,0,0,13,361,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0
762,high_active,0,-124,1,510,500+,479,"[100,1k)",182,"[120,250)",2302,730+,1,3,10,763,3.0,0,1,9,243,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
768,full_active,0,-124,1,600,500+,21,"[10,100)",3,"[1,5)",1763,730+,0,4,29,904,2.0,0,1,21,34,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0
769,full_active,0,-124,1,623,500+,249,"[100,1k)",189,"[120,250)",854,730+,0,1,19,582,2.0,0,0,31,42,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
779,middle_active,0,-124,1,215,"(150,250]",135,"[100,1k)",60,"[60,120)",1444,730+,0,1,2,1174,3.0,0,0,28,278,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0
789,high_active,0,-124,1,260,"(250,500]",1208,"[1k,5k)",140,"[120,250)",803,730+,1,1,29,1313,1.0,0,1,10,254,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
793,full_active,0,-124,1,121,"(100,150]",49,"[10,100)",26,"[5,30)",1784,730+,0,2,29,884,1.0,0,0,31,271,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
796,full_active,0,-124,1,26,"(10,50]",15,"[10,100)",5,"[5,30)",1675,730+,1,4,29,951,3.0,0,0,14,116,5,4,0,1.0,0.0,0.0,0.0,0.0,0.0
798,full_active,0,-124,1,849,500+,199,"[100,1k)",124,"[120,250)",1653,730+,0,6,10,765,2.0,0,0,31,354,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0
800,full_active,0,1,1,131,"(100,150]",104,"[100,1k)",36,"[30,60)",2147,730+,1,3,10,765,2.0,0,1,44,400,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
802,full_active,0,-124,1,481,"(250,500]",15,"[10,100)",14,"[5,30)",1557,730+,0,1,29,1372,1.0,0,0,38,139,4,3,0,1.0,0.0,0.0,0.0,0.0,0.0
804,full_active,0,-124,0,5,"(0,10]",2,"[1,10)",0,0,835,730+,1,5,48,708,1.0,0,0,7,190,1,4,0,,,,,,
805,low_active,0,-124,0,33,"(10,50]",0,0,0,0,650,366-730,0,1,2,1159,3.0,0,1,2,399,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0
810,high_active,0,-124,1,57,"(50,100]",103,"[100,1k)",51,"[30,60)",1092,730+,1,1,31,377,1.0,0,0,31,42,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
814,full_active,0,-124,0,47,"(10,50]",0,0,0,0,414,366-730,1,4,10,399,0.0,0,1,0,102,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0
821,full_active,0,1,1,70,"(50,100]",671,"[100,1k)",41,"[30,60)",2085,730+,1,5,19,556,2.0,0,0,24,380,1,2,0,1.0,0.0,1.0,0.0,0.0,0.0
827,full_active,0,1,1,24,"(10,50]",175,"[100,1k)",15,"[5,30)",2602,730+,1,2,19,567,0.0,0,0,30,290,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
839,middle_active,0,-124,0,43,"(10,50]",0,0,0,0,295,181-365,1,4,2,1160,4.0,0,1,43,68,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0
840,full_active,0,-124,0,43,"(10,50]",8,"[1,10)",7,"[5,30)",613,366-730,1,4,10,74,0.0,0,0,30,368,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
850,full_active,0,-124,1,112,"(100,150]",238,"[100,1k)",109,"[60,120)",1677,730+,1,1,10,1022,1.0,0,0,24,327,3,2,2,1.0,1.0,1.0,0.0,0.0,0.0
852,full_active,0,-124,1,711,500+,105,"[100,1k)",38,"[30,60)",2464,730+,1,2,2,1151,3.0,0,1,8,64,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
855,full_active,0,-124,1,550,500+,13,"[10,100)",1,"[1,5)",1493,730+,1,2,29,1299,1.0,0,0,13,183,6,3,0,1.0,1.0,0.0,0.0,0.0,0.0
858,full_active,0,-124,1,83,"(50,100]",255,"[100,1k)",68,"[60,120)",1565,730+,1,1,19,560,0.0,0,1,8,54,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
